user_id,product_id,timestamp
172,384,2023-06-02 01:36:00
408,170,2023-06-02 06:41:00
782,447,2023-06-02 07:48:00
116,241,2023-06-02 10:32:00
789,107,2023-06-02 22:57:00
474,123,2023-06-02 14:30:00
404,490,2023-06-02 09:55:00
51,257,2023-06-02 02:53:00
716,156,2023-06-02 11:45:00
831,380,2023-06-02 20:00:00
456,432,2023-06-02 04:51:00
459,376,2023-06-02 15:49:00
469,245,2023-06-02 15:18:00
801,413,2023-06-02 04:47:00
41,195,2023-06-02 05:52:00
487,411,2023-06-02 03:59:00
394,369,2023-06-02 18:50:00
92,209,2023-06-02 23:52:00
549,115,2023-06-02 11:03:00
595,199,2023-06-02 05:04:00
6,418,2023-06-02 03:27:00
833,323,2023-06-02 00:05:00
248,410,2023-06-02 08:38:00
320,166,2023-06-02 17:48:00
287,441,2023-06-02 01:38:00
979,122,2023-06-02 18:04:00
153,180,2023-06-02 23:03:00
389,135,2023-06-02 03:34:00
77,325,2023-06-02 14:07:00
622,177,2023-06-02 00:33:00
175,401,2023-06-02 19:34:00
901,308,2023-06-02 14:00:00
1,241,2023-06-02 12:47:00
713,480,2023-06-02 16:48:00
427,346,2023-06-02 17:40:00
93,351,2023-06-02 05:39:00
945,271,2023-06-02 10:18:00
342,357,2023-06-02 13:41:00
100,369,2023-06-02 03:15:00
171,379,2023-06-02 13:17:00
424,100,2023-06-02 11:31:00
56,465,2023-06-02 16:59:00
408,481,2023-06-02 03:18:00
980,421,2023-06-02 17:07:00
391,395,2023-06-02 22:59:00
350,410,2023-06-02 15:05:00
303,285,2023-06-02 03:56:00
399,301,2023-06-02 11:08:00
449,332,2023-06-02 22:32:00
764,408,2023-06-02 21:19:00
472,114,2023-06-02 03:13:00
322,145,2023-06-02 13:05:00
239,142,2023-06-02 00:09:00
808,285,2023-06-02 21:09:00
340,259,2023-06-02 02:05:00
220,308,2023-06-02 19:33:00
190,222,2023-06-02 06:20:00
775,300,2023-06-02 03:08:00
182,100,2023-06-02 01:02:00
771,248,2023-06-02 10:21:00
804,114,2023-06-02 07:19:00
217,472,2023-06-02 22:40:00
761,460,2023-06-02 05:50:00
969,445,2023-06-02 08:22:00
671,144,2023-06-02 07:15:00
36,230,2023-06-02 12:58:00
656,353,2023-06-02 19:08:00
846,339,2023-06-02 17:53:00
886,344,2023-06-02 23:09:00
611,366,2023-06-02 08:42:00
625,259,2023-06-02 19:34:00
823,190,2023-06-02 01:18:00
395,391,2023-06-02 14:44:00
601,387,2023-06-02 21:10:00
572,426,2023-06-02 04:53:00
304,279,2023-06-02 05:39:00
23,373,2023-06-02 06:53:00
23,213,2023-06-02 12:27:00
56,238,2023-06-02 04:02:00
497,197,2023-06-02 01:20:00
758,140,2023-06-02 07:03:00
503,390,2023-06-02 17:10:00
923,353,2023-06-02 14:22:00
427,470,2023-06-02 23:45:00
822,465,2023-06-02 23:23:00
184,324,2023-06-02 21:26:00
963,133,2023-06-02 07:58:00
550,225,2023-06-02 04:15:00
350,434,2023-06-02 18:29:00
736,440,2023-06-02 04:53:00
909,210,2023-06-02 20:56:00
288,400,2023-06-02 11:31:00
647,406,2023-06-02 04:56:00
887,239,2023-06-02 19:32:00
180,175,2023-06-02 19:20:00
43,184,2023-06-02 09:26:00
921,386,2023-06-02 19:47:00
424,480,2023-06-02 12:22:00
567,148,2023-06-02 14:02:00
341,466,2023-06-02 03:44:00
266,368,2023-06-02 07:08:00
744,386,2023-06-02 20:51:00
98,409,2023-06-02 15:21:00
504,380,2023-06-02 18:58:00
991,214,2023-06-02 22:19:00
921,483,2023-06-02 06:48:00
297,427,2023-06-02 16:34:00
954,124,2023-06-02 06:16:00
672,318,2023-06-02 16:07:00
121,185,2023-06-02 06:44:00
224,452,2023-06-02 03:17:00
978,103,2023-06-02 10:58:00
815,162,2023-06-02 00:01:00
670,181,2023-06-02 12:26:00
839,405,2023-06-02 18:34:00
791,409,2023-06-02 02:58:00
334,174,2023-06-02 00:23:00
928,184,2023-06-02 06:16:00
196,444,2023-06-02 18:17:00
489,357,2023-06-02 21:37:00
525,221,2023-06-02 20:55:00
290,230,2023-06-02 01:59:00
154,239,2023-06-02 21:50:00
898,447,2023-06-02 09:56:00
463,455,2023-06-02 05:28:00
115,159,2023-06-02 20:10:00
391,224,2023-06-02 01:39:00
393,280,2023-06-02 07:31:00
964,404,2023-06-02 06:19:00
444,256,2023-06-02 13:33:00
561,273,2023-06-02 05:25:00
722,143,2023-06-02 12:48:00
601,234,2023-06-02 01:51:00
834,219,2023-06-02 22:26:00
491,479,2023-06-02 01:15:00
635,459,2023-06-02 13:49:00
880,237,2023-06-02 22:14:00
313,179,2023-06-02 17:10:00
1,172,2023-06-02 18:32:00
302,257,2023-06-02 18:05:00
756,247,2023-06-02 20:41:00
81,129,2023-06-02 01:09:00
918,209,2023-06-02 06:41:00
811,200,2023-06-02 03:26:00
474,133,2023-06-02 19:30:00
542,108,2023-06-02 11:29:00
831,258,2023-06-02 06:49:00
131,254,2023-06-02 07:37:00
313,395,2023-06-02 18:42:00
186,410,2023-06-02 18:46:00
461,330,2023-06-02 02:15:00
442,103,2023-06-02 17:33:00
175,322,2023-06-02 00:31:00
455,341,2023-06-02 07:57:00
564,186,2023-06-02 21:38:00
746,354,2023-06-02 13:36:00
689,391,2023-06-02 20:30:00
967,315,2023-06-02 21:53:00
667,210,2023-06-02 03:58:00
509,301,2023-06-02 01:34:00
387,428,2023-06-02 16:10:00
447,259,2023-06-02 13:14:00
459,269,2023-06-02 17:04:00
447,402,2023-06-02 02:36:00
125,110,2023-06-02 19:57:00
881,283,2023-06-02 14:52:00
184,335,2023-06-02 14:57:00
774,490,2023-06-02 01:20:00
331,498,2023-06-02 09:18:00
586,454,2023-06-02 09:11:00
715,112,2023-06-02 22:08:00
709,394,2023-06-02 11:58:00
497,197,2023-06-02 12:36:00
834,404,2023-06-02 03:16:00
598,196,2023-06-02 10:48:00
79,490,2023-06-02 10:37:00
746,358,2023-06-02 17:45:00
748,355,2023-06-02 10:27:00
520,349,2023-06-02 03:01:00
788,323,2023-06-02 07:46:00
303,153,2023-06-02 02:46:00
682,107,2023-06-02 08:10:00
750,231,2023-06-02 23:11:00
202,112,2023-06-02 10:50:00
703,342,2023-06-02 00:37:00
916,221,2023-06-02 14:12:00
767,371,2023-06-02 18:38:00
438,257,2023-06-02 18:03:00
364,204,2023-06-02 19:58:00
693,453,2023-06-02 05:32:00
384,486,2023-06-02 06:27:00
217,158,2023-06-02 03:31:00
514,403,2023-06-02 22:59:00
457,402,2023-06-02 22:52:00
39,493,2023-06-02 04:44:00
326,497,2023-06-02 16:28:00
748,276,2023-06-02 04:39:00
493,475,2023-06-02 23:45:00
518,114,2023-06-02 21:02:00
493,210,2023-06-02 19:35:00
554,257,2023-06-02 04:11:00
886,182,2023-06-02 11:33:00
596,405,2023-06-02 20:08:00
599,285,2023-06-02 06:37:00
537,128,2023-06-02 13:46:00
445,206,2023-06-02 16:03:00
361,182,2023-06-02 01:41:00
646,430,2023-06-02 10:42:00
315,107,2023-06-02 05:27:00
978,435,2023-06-02 04:10:00
632,435,2023-06-02 21:39:00
743,215,2023-06-02 22:32:00
595,391,2023-06-02 19:38:00
949,348,2023-06-02 17:14:00
442,119,2023-06-02 05:27:00
767,270,2023-06-02 21:33:00
868,227,2023-06-02 18:33:00
692,271,2023-06-02 16:08:00
222,417,2023-06-02 08:34:00
495,127,2023-06-02 20:23:00
798,328,2023-06-02 13:03:00
629,496,2023-06-02 08:17:00
4,136,2023-06-02 12:47:00
780,252,2023-06-02 18:36:00
280,307,2023-06-02 07:23:00
744,365,2023-06-02 01:20:00
468,305,2023-06-02 03:33:00
143,274,2023-06-02 04:27:00
997,344,2023-06-02 04:30:00
955,499,2023-06-02 00:17:00
13,351,2023-06-02 19:39:00
400,280,2023-06-02 20:03:00
353,173,2023-06-02 00:49:00
866,418,2023-06-02 09:13:00
130,203,2023-06-02 08:51:00
559,128,2023-06-02 01:44:00
694,158,2023-06-02 15:48:00
748,137,2023-06-02 22:37:00
369,392,2023-06-02 14:42:00
418,136,2023-06-02 23:45:00
337,194,2023-06-02 02:46:00
261,408,2023-06-02 16:43:00
663,301,2023-06-02 21:56:00
457,167,2023-06-02 03:45:00
364,238,2023-06-02 12:39:00
386,397,2023-06-02 17:53:00
11,118,2023-06-02 07:55:00
724,388,2023-06-02 20:50:00
760,242,2023-06-02 10:12:00
265,308,2023-06-02 15:29:00
612,397,2023-06-02 16:03:00
25,163,2023-06-02 00:49:00
956,167,2023-06-02 10:21:00
205,397,2023-06-02 13:20:00
198,433,2023-06-02 07:37:00
527,267,2023-06-02 03:24:00
904,244,2023-06-02 07:19:00
938,327,2023-06-02 23:14:00
893,457,2023-06-02 04:55:00
296,256,2023-06-02 15:27:00
656,386,2023-06-02 01:24:00
969,272,2023-06-02 14:52:00
296,475,2023-06-02 16:21:00
967,237,2023-06-02 21:29:00
467,387,2023-06-02 17:37:00
174,195,2023-06-02 05:31:00
818,248,2023-06-02 22:03:00
236,326,2023-06-02 19:03:00
615,274,2023-06-02 08:58:00
81,140,2023-06-02 15:31:00
867,331,2023-06-02 14:53:00
935,232,2023-06-02 13:15:00
620,101,2023-06-02 18:41:00
349,148,2023-06-02 22:48:00
952,434,2023-06-02 02:14:00
772,221,2023-06-02 19:44:00
926,227,2023-06-02 22:33:00
785,103,2023-06-02 16:41:00
597,126,2023-06-02 03:59:00
140,235,2023-06-02 12:27:00
414,317,2023-06-02 07:54:00
877,402,2023-06-02 05:15:00
274,261,2023-06-02 00:54:00
344,381,2023-06-02 06:26:00
276,263,2023-06-02 02:27:00
907,409,2023-06-02 14:18:00
845,496,2023-06-02 02:29:00
922,154,2023-06-02 06:17:00
467,168,2023-06-02 01:03:00
887,320,2023-06-02 11:51:00
162,471,2023-06-02 14:25:00
944,250,2023-06-02 20:09:00
386,351,2023-06-02 10:13:00
586,156,2023-06-02 20:36:00
594,221,2023-06-02 13:29:00
533,328,2023-06-02 03:47:00
331,313,2023-06-02 05:53:00
20,479,2023-06-02 00:39:00
475,271,2023-06-02 13:11:00
338,377,2023-06-02 23:08:00
681,442,2023-06-02 01:40:00
851,404,2023-06-02 11:21:00
715,461,2023-06-02 04:15:00
998,144,2023-06-02 04:50:00
631,280,2023-06-02 17:54:00
486,116,2023-06-02 14:51:00
686,179,2023-06-02 18:38:00
877,289,2023-06-02 10:31:00
150,114,2023-06-02 13:27:00
966,159,2023-06-02 10:01:00
874,284,2023-06-02 05:33:00
333,311,2023-06-02 18:58:00
734,496,2023-06-02 17:07:00
623,485,2023-06-02 14:15:00
648,248,2023-06-02 08:28:00
609,132,2023-06-02 11:28:00
793,292,2023-06-02 02:50:00
426,379,2023-06-02 09:54:00
703,374,2023-06-02 03:03:00
769,228,2023-06-02 13:51:00
726,386,2023-06-02 13:00:00
628,109,2023-06-02 05:18:00
522,321,2023-06-02 15:47:00
208,459,2023-06-02 23:28:00
948,192,2023-06-02 05:46:00
943,483,2023-06-02 20:34:00
876,358,2023-06-02 00:00:00
668,478,2023-06-02 12:35:00
99,361,2023-06-02 17:36:00
312,373,2023-06-02 08:20:00
833,491,2023-06-02 18:55:00
293,479,2023-06-02 02:30:00
393,249,2023-06-02 01:38:00
880,146,2023-06-02 10:14:00
631,211,2023-06-02 05:51:00
850,361,2023-06-02 07:04:00
144,258,2023-06-02 02:41:00
750,138,2023-06-02 08:25:00
845,299,2023-06-02 09:10:00
549,237,2023-06-02 12:15:00
812,485,2023-06-02 10:52:00
650,451,2023-06-02 16:01:00
548,478,2023-06-02 04:10:00
394,425,2023-06-02 19:15:00
35,105,2023-06-02 07:01:00
833,382,2023-06-02 17:12:00
986,431,2023-06-02 22:32:00
678,129,2023-06-02 08:35:00
137,233,2023-06-02 22:53:00
539,265,2023-06-02 16:21:00
516,145,2023-06-02 20:57:00
644,372,2023-06-02 16:38:00
688,370,2023-06-02 05:26:00
650,112,2023-06-02 00:44:00
266,232,2023-06-02 14:03:00
526,150,2023-06-02 18:03:00
182,404,2023-06-02 14:49:00
832,177,2023-06-02 16:02:00
835,132,2023-06-02 10:21:00
565,180,2023-06-02 21:15:00
405,375,2023-06-02 22:12:00
348,101,2023-06-02 21:30:00
523,133,2023-06-02 10:42:00
20,377,2023-06-02 23:38:00
430,381,2023-06-02 07:26:00
59,210,2023-06-02 08:46:00
466,280,2023-06-02 09:11:00
513,144,2023-06-02 12:34:00
287,104,2023-06-02 20:34:00
460,357,2023-06-02 17:45:00
214,378,2023-06-02 14:02:00
403,352,2023-06-02 11:41:00
720,268,2023-06-02 12:06:00
899,500,2023-06-02 20:42:00
648,184,2023-06-02 05:26:00
827,461,2023-06-02 15:02:00
557,217,2023-06-02 10:12:00
190,119,2023-06-02 22:38:00
363,473,2023-06-02 20:38:00
154,355,2023-06-02 00:54:00
938,229,2023-06-02 00:59:00
3,370,2023-06-02 15:16:00
365,201,2023-06-02 01:22:00
892,396,2023-06-02 16:16:00
587,309,2023-06-02 01:19:00
679,177,2023-06-02 16:44:00
89,446,2023-06-02 16:15:00
254,266,2023-06-02 19:00:00
571,167,2023-06-02 15:37:00
104,302,2023-06-02 07:57:00
666,134,2023-06-02 09:14:00
98,266,2023-06-02 05:19:00
938,259,2023-06-02 02:38:00
798,311,2023-06-02 07:23:00
36,442,2023-06-02 02:45:00
103,243,2023-06-02 08:36:00
494,486,2023-06-02 10:06:00
615,400,2023-06-02 15:14:00
710,106,2023-06-02 13:03:00
855,404,2023-06-02 23:53:00
565,428,2023-06-02 13:26:00
125,345,2023-06-02 20:23:00
199,186,2023-06-02 23:26:00
780,103,2023-06-02 19:57:00
865,105,2023-06-02 18:28:00
220,324,2023-06-02 13:55:00
194,484,2023-06-02 01:53:00
504,290,2023-06-02 16:42:00
557,352,2023-06-02 17:45:00
474,214,2023-06-02 06:59:00
342,275,2023-06-02 19:28:00
792,290,2023-06-02 07:22:00
412,105,2023-06-02 23:36:00
434,463,2023-06-02 12:02:00
622,164,2023-06-02 05:32:00
271,106,2023-06-02 20:54:00
240,183,2023-06-02 17:58:00
5,159,2023-06-02 11:25:00
912,218,2023-06-02 15:16:00
