user_id,product_id,timestamp
172,384,2023-06-01 05:13:00
408,170,2023-06-01 19:55:00
782,447,2023-06-01 01:20:00
116,241,2023-06-01 14:04:00
789,107,2023-06-01 23:37:00
474,123,2023-06-01 23:41:00
404,490,2023-06-01 19:32:00
51,257,2023-06-01 02:51:00
716,156,2023-06-01 22:58:00
831,380,2023-06-01 10:54:00
456,432,2023-06-01 17:10:00
459,376,2023-06-01 14:42:00
469,245,2023-06-01 23:12:00
801,413,2023-06-01 01:54:00
41,195,2023-06-01 22:49:00
487,411,2023-06-01 02:46:00
394,369,2023-06-01 14:46:00
92,209,2023-06-01 03:51:00
549,115,2023-06-01 23:12:00
595,199,2023-06-01 00:54:00
6,418,2023-06-01 16:36:00
833,323,2023-06-01 00:53:00
248,410,2023-06-01 17:30:00
320,166,2023-06-01 19:27:00
287,441,2023-06-01 16:05:00
979,122,2023-06-01 09:26:00
153,180,2023-06-01 14:53:00
389,135,2023-06-01 05:36:00
77,325,2023-06-01 09:23:00
622,177,2023-06-01 13:52:00
175,401,2023-06-01 13:26:00
901,308,2023-06-01 02:04:00
1,241,2023-06-01 15:23:00
713,480,2023-06-01 03:34:00
427,346,2023-06-01 04:14:00
93,351,2023-06-01 23:49:00
945,271,2023-06-01 02:27:00
342,357,2023-06-01 00:19:00
100,369,2023-06-01 13:15:00
171,379,2023-06-01 05:48:00
424,100,2023-06-01 00:21:00
56,465,2023-06-01 11:06:00
408,481,2023-06-01 09:15:00
980,421,2023-06-01 16:11:00
391,395,2023-06-01 06:33:00
350,410,2023-06-01 01:59:00
303,285,2023-06-01 08:14:00
399,301,2023-06-01 04:06:00
449,332,2023-06-01 14:14:00
764,408,2023-06-01 00:03:00
472,114,2023-06-01 22:12:00
322,145,2023-06-01 16:46:00
239,142,2023-06-01 01:09:00
808,285,2023-06-01 08:57:00
340,259,2023-06-01 09:09:00
220,308,2023-06-01 05:25:00
190,222,2023-06-01 06:53:00
775,300,2023-06-01 23:33:00
182,100,2023-06-01 21:42:00
771,248,2023-06-01 18:49:00
804,114,2023-06-01 20:55:00
217,472,2023-06-01 03:24:00
761,460,2023-06-01 18:11:00
969,445,2023-06-01 05:35:00
671,144,2023-06-01 22:55:00
36,230,2023-06-01 07:39:00
656,353,2023-06-01 20:07:00
846,339,2023-06-01 06:40:00
886,344,2023-06-01 00:47:00
611,366,2023-06-01 17:50:00
625,259,2023-06-01 07:01:00
823,190,2023-06-01 03:45:00
395,391,2023-06-01 17:08:00
601,387,2023-06-01 16:10:00
572,426,2023-06-01 01:00:00
304,279,2023-06-01 14:44:00
